player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls
DN Wellalage (SL),South Africa,1980-2023,29,22,4,360,67*,21.17,0,1,3,122.18,1897,46.14,434,1337,92.9,73.87,0,255,42,95,51.16,429,27.9,3.45,32.39,2/39,199,18,6
SS Pathirana (SL),Sri Lanka,1983-2024,23,19,13,359,56,19.94,0,1,1,130.2,2517,30.44,219,1920,78.99,74.1,45,280,19,84,32.0,326,26.77,4.28,10.7,3/20,112,38,6
HJH Scott (AUS),Afghanistan,2004-2021,8,14,8,359,102,27.61,1,1,3,148.0,6230,67.26,266,65,53.53,73.73,40,203,20,71,29.22,12,34.01,4.29,59.64,1/25,1086,12,3
ID Craig (AUS),Bangladesh,1981-2021,11,18,5,358,53,19.88,0,2,5,75.5,6884,26.35,25,1807,92.44,67.17,44,187,45,2,83.6,394,33.41,8.67,28.49,7/17,572,21,5
Shahil Momin (Aut),West Indies,2003-2021,24,21,36,358,61,21.05,0,1,9,97.62,16585,49.64,227,1924,61.85,90.8,10,142,22,33,82.8,111,32.2,5.66,35.83,3/14,130,3,3
P Holmes (ENG),Bangladesh,1986-2024,7,14,47,357,88,27.46,0,4,10,100.37,7703,64.87,103,775,92.14,96.18,30,112,46,37,73.96,406,32.18,7.67,12.69,2/32,3200,9,8
Bilal Masud (EST),Afghanistan,2018-2021,13,13,19,356,82,44.50,0,2,16,149.99,2699,68.16,224,1921,62.48,72.04,20,117,34,96,70.03,236,29.08,9.79,29.01,6/45,4068,10,7
SJ Pegler (SA),West Indies,1981-2021,16,28,45,356,35*,15.47,0,0,11,86.68,8877,33.66,222,864,83.79,51.56,47,238,16,97,65.15,348,35.39,9.9,27.34,3/30,764,10,1
BN Toube (CAM),England,2011-2022,22,21,19,356,49,17.80,0,0,9,116.05,16331,31.89,176,1368,96.83,56.48,48,285,9,83,20.6,414,33.68,5.35,50.91,7/45,2457,12,7
JMM Commaille (SA),Bangladesh,1988-2024,12,22,19,355,47,16.90,0,0,7,111.96,3552,63.27,33,493,57.54,52.34,3,261,28,17,33.23,450,17.62,9.89,21.81,5/47,3911,48,4
Haroon Arshad (HKG),Sri Lanka,2013-2021,36,26,12,355,68,20.88,0,1,2,70.15,19214,31.25,436,521,67.41,81.22,0,116,5,46,53.86,51,46.75,4.79,19.74,6/37,2639,25,0
PNF Mansell (SA),Bangladesh,1988-2024,13,22,37,355,90,17.75,0,2,5,87.17,15545,50.45,421,1949,53.36,57.1,49,78,37,52,38.36,539,28.36,3.78,14.47,2/12,271,5,5
MS Nichols (ENG),Bangladesh,2012-2022,14,19,37,355,78*,29.58,0,2,3,90.95,3977,25.15,458,1190,90.78,64.87,43,228,11,19,20.42,77,41.96,8.59,19.84,6/18,4746,47,0
MB Poore (NZ),Afghanistan,1998-2023,14,24,38,355,45,15.43,0,0,3,135.05,17794,30.49,153,329,50.14,53.62,36,107,25,77,43.26,394,31.65,4.39,31.23,7/27,1681,4,1
WA Shalders (SA),England,2000-2024,12,23,26,355,42,16.13,0,0,1,99.2,7139,38.72,93,1792,84.71,97.96,14,112,14,61,56.45,579,16.84,9.66,15.52,3/47,617,16,5
M Spoors (CAN),New Zealand,2008-2022,15,14,8,355,108*,29.58,1,1,14,84.53,4399,56.77,284,1801,57.39,61.45,15,166,37,94,21.56,142,13.14,8.35,38.72,3/17,4815,19,8
AD Brown (ENG),New Zealand,2000-2023,16,16,14,354,118,22.12,1,1,18,115.59,9944,58.31,203,107,53.05,97.38,45,180,42,99,55.8,133,16.72,4.13,20.46,6/15,1577,35,5
JT Smuts (SA),India,1995-2024,19,18,9,354,84,20.82,0,1,9,148.01,11392,36.62,97,1882,70.54,88.02,25,274,33,30,75.4,459,23.22,7.55,17.62,4/33,364,28,7
RT Spooner (ENG),Pakistan,1999-2023,7,14,49,354,92,27.23,0,3,19,110.08,18748,55.11,112,954,69.22,69.75,39,264,17,13,56.3,68,19.94,7.91,52.04,4/20,186,27,7
Surya Anand (DEN),West Indies,1993-2024,28,20,44,354,50*,25.28,0,1,19,117.99,13621,28.15,394,116,69.74,70.32,27,89,31,6,76.91,553,10.83,4.78,26.78,4/26,721,4,2
BC Hollioake (ENG),Sri Lanka,1996-2023,22,21,42,353,63,18.57,0,2,19,84.98,12137,53.24,411,1503,90.94,63.76,36,55,23,90,46.25,440,16.85,3.7,49.85,3/42,479,9,3
BL Irvine (SA),Pakistan,2015-2021,4,7,26,353,102,50.42,1,2,3,88.42,2807,27.6,25,1778,91.22,90.59,37,153,43,0,73.81,533,42.32,8.96,50.3,5/26,2562,7,6
Noman Ali (PAK),West Indies,1986-2024,17,22,45,353,97,19.61,0,1,19,93.31,2086,37.96,367,1107,85.1,81.57,13,112,18,40,49.05,438,40.28,6.97,27.94,1/44,4757,20,1
CPH Ramanayake (SL),England,2005-2021,80,59,41,353,34*,9.80,0,0,16,85.58,9334,37.59,38,1807,88.88,71.76,22,67,19,16,47.17,516,48.39,4.99,20.51,3/17,935,19,7
HB Taber (AUS),Australia,1989-2023,16,27,33,353,48,16.04,0,0,19,96.95,12198,20.77,312,158,53.0,68.49,4,199,1,80,40.08,318,39.55,9.47,55.78,6/26,1363,27,9
BP Julian (AUS),Pakistan,2018-2023,32,26,35,352,56*,14.08,0,1,13,115.95,13821,40.65,143,1982,88.5,93.52,47,138,23,63,38.68,262,17.69,9.78,56.87,2/28,3930,15,7
CT Mutombodzi (ZIM),India,1991-2022,30,29,16,352,34,14.08,0,0,6,132.16,7848,22.27,484,1892,72.92,93.98,7,85,46,91,74.48,560,16.79,8.96,10.01,6/42,4854,47,7
JG Leggat (NZ),Bangladesh,1985-2023,9,18,37,351,61,21.93,0,2,15,61.58,9182,51.61,322,166,57.79,90.15,44,34,11,8,79.08,231,17.34,5.45,42.22,2/36,308,48,2
SMSM Senanayake (SL),Australia,2008-2023,74,46,37,351,42,12.10,0,0,10,125.94,5812,22.64,431,1967,54.6,82.93,35,55,49,66,70.03,421,48.37,6.38,13.31,3/30,1362,26,8
DK Gaekwad (IND),Pakistan,2006-2021,11,20,46,350,52,18.42,0,1,8,103.04,3581,59.64,134,151,94.28,58.7,18,34,16,24,49.74,202,17.17,7.15,47.91,5/12,306,40,6
SCG MacGill (AUS),West Indies,2003-2024,47,49,33,350,43,9.45,0,0,16,63.3,1375,58.52,103,1856,80.82,72.82,20,68,4,91,73.47,403,35.33,7.38,17.0,3/13,1097,37,7
CK Nayudu (IND),India,2020-2024,7,14,4,350,81,25.00,0,2,16,81.34,15201,45.13,298,428,80.78,69.26,20,79,18,63,55.38,264,29.33,6.93,33.39,2/41,314,25,2
TL Chatara (ZIM),Bangladesh,2009-2024,157,91,40,349,23,6.58,0,0,9,75.1,19957,21.26,423,1031,93.78,83.95,27,15,27,21,81.41,239,20.81,5.01,26.99,6/11,3219,14,4
Fayyaz Butt (OMA),Sri Lanka,2019-2021,77,41,14,349,44,15.86,0,0,8,147.47,16194,54.01,239,796,98.19,95.32,7,186,31,42,47.46,291,16.6,8.54,36.66,4/45,364,11,8
Shuvagata Hom (BAN),Sri Lanka,1990-2021,17,22,40,349,50,23.26,0,1,13,131.51,18133,68.11,66,264,82.85,85.05,41,177,25,85,48.5,14,29.89,7.25,40.18,6/47,1209,21,2
I Danladi (NGA),West Indies,2009-2021,23,20,36,348,46*,19.33,0,0,15,83.94,11447,39.05,228,989,73.78,56.49,34,191,47,42,88.12,526,47.67,6.35,24.69,7/23,2036,26,9
VV Morea (PNG),Sri Lanka,1999-2023,18,18,27,348,65*,20.47,0,3,6,113.36,3348,25.03,67,1637,76.02,50.28,48,176,39,51,61.6,13,25.55,6.57,39.81,5/14,1005,30,0
EP Nupen (SA),West Indies,2019-2024,17,31,15,348,69,14.50,0,2,8,106.84,13384,22.62,182,1631,75.75,78.39,34,283,6,62,48.14,588,31.62,8.71,23.91,4/26,2586,11,6
SA Abbott (AUS),India,1992-2023,45,25,32,347,69,16.52,0,2,15,122.83,14375,65.88,430,463,72.79,74.63,14,138,39,83,25.21,283,46.49,4.14,40.29,3/26,2644,39,8
Amjad Sher (FIN),Sri Lanka,2010-2024,33,32,2,347,37*,11.96,0,0,3,68.8,1965,34.18,259,1434,76.95,56.8,0,129,39,74,86.44,583,12.73,3.28,45.11,3/45,240,27,7
AJ Mosca (ITA),South Africa,2016-2023,13,12,42,347,78,38.55,0,2,12,78.26,8800,30.39,400,71,97.27,78.8,47,166,25,20,64.48,132,29.48,3.9,41.0,1/11,2027,32,4
MV Nagamootoo (WI),Sri Lanka,1997-2021,29,26,49,347,68,18.26,0,1,12,129.0,13442,51.13,60,597,74.33,78.14,24,35,47,97,50.69,441,31.5,5.32,28.39,6/25,3632,1,9
Akram Raza (PAK),South Africa,1980-2024,58,37,20,346,33*,16.47,0,0,19,60.01,17621,50.19,379,1486,54.01,72.08,33,152,9,34,83.03,179,27.13,5.09,39.73,1/41,3239,49,4
SM Davies (ENG),England,2001-2023,13,13,41,346,87,26.61,0,1,18,119.73,3879,59.24,222,1711,52.79,96.51,14,63,44,97,83.22,145,11.58,4.51,48.36,1/46,4413,35,8
EJ Gray (NZ),Sri Lanka,2018-2024,20,23,23,346,50,15.72,0,1,0,112.36,13296,65.3,185,441,80.76,65.38,37,119,10,28,80.57,132,41.86,5.8,43.14,6/23,3946,17,2
JAD Lawrenson (JER),South Africa,1980-2023,17,12,31,346,114,31.45,1,1,0,121.12,11334,41.41,145,209,78.82,77.83,12,29,27,94,67.84,524,40.86,7.32,11.95,5/37,2753,19,2
LSM Miller (NZ),Bangladesh,2003-2024,13,25,35,346,47,13.84,0,0,10,66.56,9154,62.41,413,1707,91.05,94.86,18,87,0,90,35.23,29,44.94,8.22,37.38,3/34,411,49,9
Sher Sahak (NOR),Sri Lanka,1981-2021,26,22,23,346,70*,21.62,0,1,19,96.11,3299,38.56,116,1521,60.96,52.87,22,216,20,80,82.3,443,29.41,3.61,21.56,6/46,604,43,4
Aamer Jamal (PAK),Bangladesh,1983-2023,12,16,17,345,82,26.53,0,2,18,79.53,7090,59.72,135,1551,50.14,85.27,37,284,9,55,87.93,103,42.77,9.77,19.91,2/39,3741,15,9
DG Blampied (JER),Pakistan,2001-2022,45,32,12,345,43*,17.25,0,0,7,89.03,12911,25.23,80,1868,70.48,68.45,22,213,8,69,78.22,268,36.11,5.92,29.13,5/24,2757,28,7
EW Freeman (AUS),India,2004-2024,11,18,13,345,76,19.16,0,2,6,118.26,8569,38.5,313,1670,58.68,89.64,10,298,6,8,85.57,128,24.89,6.83,47.29,7/21,1947,4,7
S Sreesanth (IND),South Africa,1996-2021,90,64,25,345,35,8.84,0,0,15,81.7,14142,67.9,240,527,52.78,79.15,15,30,16,92,39.67,260,17.41,3.86,45.64,4/20,2020,27,8
Lord Tennyson (ENG),Australia,1998-2022,9,12,10,345,74*,31.36,0,4,9,114.07,5054,36.7,449,1124,59.93,66.79,33,67,44,83,57.95,198,22.44,8.3,50.18,5/21,1741,36,3
D Ajekun (NGA),West Indies,1992-2022,29,29,0,344,36,12.74,0,0,19,145.45,4394,33.77,489,1866,55.82,58.31,39,218,45,6,46.89,64,21.7,5.29,50.58,7/18,4522,33,7
DE Bernard (WI),Australia,1990-2021,24,19,1,344,69,22.93,0,3,10,115.13,14529,59.9,376,1956,73.78,92.16,34,210,42,66,22.81,125,43.89,8.89,25.56,4/48,1820,47,1
US Hathinjar (CAM),Afghanistan,2001-2023,22,22,21,344,74*,16.38,0,2,15,88.6,1114,64.26,426,1618,54.38,95.83,28,278,21,4,82.27,413,10.15,9.54,33.14,7/45,1247,47,2
T Sandeep (SWZ),New Zealand,2018-2022,15,15,2,344,68,28.66,0,2,1,119.61,5428,65.25,48,1254,87.61,77.73,47,195,6,54,66.37,260,21.11,3.5,39.27,1/36,3993,28,4
LA Stricker (SA),Australia,2009-2024,13,24,2,344,48,14.33,0,0,0,130.18,11205,54.32,312,696,66.38,61.13,6,279,36,63,77.0,312,15.76,7.29,48.48,3/50,917,37,2
FLH Mooney (NZ),New Zealand,1988-2023,14,22,49,343,46,17.15,0,0,11,91.75,16502,45.23,22,418,71.51,61.76,4,161,27,34,45.97,57,19.1,4.18,59.95,1/20,1074,46,8
DJ Brown (ENG),Bangladesh,1993-2021,26,34,48,342,44*,11.79,0,0,17,66.24,5796,60.78,26,848,85.23,51.5,44,144,30,63,73.87,461,21.1,8.33,38.87,1/48,3222,35,5
BN French (ENG),New Zealand,1991-2023,29,29,22,342,59,15.54,0,1,5,130.01,2192,34.96,76,129,77.11,92.8,12,212,47,80,63.4,22,22.35,5.91,28.96,2/40,906,1,8
KL Hutchings (ENG),Afghanistan,2008-2022,7,12,34,341,126,28.41,1,1,11,147.59,1958,33.74,233,1159,80.61,60.35,29,41,33,59,26.32,364,26.84,5.83,22.37,7/48,1755,49,8
CFK van Wyk (NZ),West Indies,1996-2021,9,17,39,341,71,21.31,0,1,17,122.16,8875,63.63,311,617,74.44,58.34,25,298,22,11,61.89,432,13.14,9.71,14.8,4/43,3099,46,5
Arjun Vinod (SUI),India,2011-2023,22,21,22,341,67,21.31,0,1,19,94.33,14647,50.34,368,635,84.41,56.72,2,47,26,21,42.93,387,17.08,7.51,25.95,3/49,793,26,4
Walid Ghauri (NOR),Australia,2015-2022,14,13,7,341,59,28.41,0,1,4,72.97,10229,44.32,339,374,98.37,85.57,44,95,11,59,89.33,131,37.13,9.09,25.94,7/28,4362,12,5
AEE Vogler (SA),England,2001-2022,15,26,33,340,65,17.00,0,2,12,110.22,9870,68.99,230,1688,82.06,69.37,32,290,11,24,40.5,259,20.76,3.73,59.68,3/23,1940,14,3
K Birkenstock (NAM),West Indies,2003-2023,29,22,3,339,61,16.95,0,2,6,147.98,6897,43.52,31,1893,87.16,56.6,46,65,5,97,41.88,58,11.85,7.86,26.16,6/49,416,32,1
TW Garrett (AUS),New Zealand,2020-2024,19,33,18,339,51*,12.55,0,1,13,138.97,6048,60.7,215,1297,90.62,82.37,45,71,4,5,70.27,316,17.35,4.7,19.66,4/30,4961,48,4
LN Oluoch (KENYA),New Zealand,2005-2023,66,39,12,339,32,14.12,0,0,13,92.01,12623,55.97,259,1198,59.66,65.29,8,191,1,2,82.95,127,18.91,9.07,57.34,1/41,3631,43,3
Ahmed Hassan (MDV),Afghanistan,1995-2024,21,20,46,338,53,17.78,0,1,5,119.24,5340,61.56,486,1711,93.49,64.23,47,148,1,8,69.42,506,11.12,7.23,11.61,3/10,439,37,5
ZE Surkari (CAN),South Africa,1990-2022,27,25,11,338,49,15.36,0,0,10,97.96,9601,50.09,449,1328,67.73,53.0,22,272,8,80,82.27,288,26.64,9.87,42.94,4/30,2605,34,0
H Gori (CZK-R),India,1982-2022,11,11,25,337,66,30.63,0,1,0,80.46,14032,32.49,405,1058,86.42,88.73,14,280,38,93,87.39,577,47.41,3.19,31.5,6/33,4665,17,2
HA Jackson (Fran),South Africa,2014-2023,23,22,15,337,50,16.04,0,1,11,123.47,16454,65.48,220,1749,91.01,56.46,48,174,17,94,33.28,353,43.74,4.63,38.48,1/23,3123,21,4
Adnan Mufti (UAE),Bangladesh,1994-2021,19,17,49,336,57*,28.00,0,1,19,76.75,15926,62.13,177,1301,88.87,75.24,31,103,36,88,31.12,392,24.83,5.4,27.26,5/50,4231,37,8
Mahmood Hussain (PAK),West Indies,2005-2024,27,39,26,336,35,10.18,0,0,2,118.59,5544,69.51,481,549,76.49,84.09,35,248,49,68,69.73,296,36.23,7.07,28.54,2/14,1772,32,3
G Motie (WI),Pakistan,1993-2022,48,30,37,336,50*,19.76,0,1,7,135.2,16043,49.23,170,973,94.8,77.63,20,145,19,25,69.32,102,31.37,9.42,58.22,6/12,3476,7,8
SD Robson (ENG),Australia,2006-2022,7,11,14,336,127,30.54,1,1,4,70.64,10640,55.82,314,946,70.6,76.6,17,54,2,54,88.54,484,32.13,7.75,50.45,2/23,2290,4,6
BM Scholtz (NAM),Bangladesh,1984-2021,119,53,24,336,31*,13.44,0,0,4,84.75,7285,23.2,200,1383,85.57,84.35,28,155,45,8,59.25,381,23.7,9.78,51.04,1/14,2127,6,5
HSTL Hendry (AUS),Australia,1980-2021,11,18,24,335,112,20.93,1,0,3,74.26,9969,50.77,210,949,96.72,68.39,0,143,9,27,56.88,239,46.72,6.69,20.47,7/38,268,48,7
R Obuya (UGA),New Zealand,2018-2023,23,21,19,335,57,18.61,0,1,2,94.42,2246,21.85,65,553,60.81,60.63,4,272,10,23,69.33,477,33.84,6.86,44.01,2/25,1607,37,6
C Tommy (VAN),Pakistan,2002-2024,24,21,18,334,47,15.90,0,0,10,140.64,9139,44.16,310,1652,52.24,95.45,26,173,14,95,50.42,55,38.36,9.5,36.14,3/11,480,23,9
Amir Zaib (PORT),Australia,2009-2024,23,20,22,332,45*,19.52,0,0,11,93.61,10750,46.66,453,1151,50.1,64.64,41,167,19,20,48.28,499,37.33,3.32,59.41,3/40,3600,6,2
NO Miller (WI),Afghanistan,2010-2022,60,34,28,332,51,19.52,0,1,2,140.55,15044,35.71,458,66,55.76,98.35,9,52,29,79,30.1,516,45.53,8.91,44.61,2/47,1344,34,5
NS Poonia (SCOT),Pakistan,1990-2022,29,28,8,332,67,12.76,0,1,8,131.79,6002,57.68,47,1252,98.53,99.72,27,203,44,44,54.4,489,43.39,6.09,27.72,7/41,4084,35,3
KC Ramamoorthy (INA),Pakistan,2018-2024,24,22,9,332,55,15.80,0,2,5,103.92,7681,47.46,441,1463,87.16,98.82,34,285,29,78,47.97,62,26.11,5.91,56.05,5/23,2363,37,8
Amoluk Singh (GHA),England,1992-2021,15,14,22,332,80*,27.66,0,2,17,114.14,13038,20.05,462,1013,76.1,64.32,38,256,35,2,76.17,586,35.19,5.89,15.25,4/39,4484,9,7
V Sukumaran (UAE),Afghanistan,2004-2022,18,16,18,332,97,20.75,0,2,8,127.82,8900,45.23,438,484,63.47,86.68,11,95,21,52,72.42,583,47.3,5.12,22.04,4/42,2821,28,9
DL Bairstow (ENG),New Zealand,1982-2024,25,27,30,331,59,16.55,0,1,12,66.99,3814,30.28,349,1402,82.33,89.78,44,78,11,24,87.04,278,22.41,3.18,11.12,4/40,2764,33,9
S Mukuddem (BER),Sri Lanka,1999-2024,20,18,11,331,57,23.64,0,1,15,96.93,2904,25.19,35,845,83.87,84.67,18,225,48,38,27.1,419,24.34,8.64,22.4,4/29,368,43,0
RC Blunt (NZ),South Africa,2010-2022,9,13,2,330,96,27.50,0,1,1,134.82,8429,25.62,336,1529,68.23,93.21,46,224,46,69,21.78,298,39.72,4.39,28.86,7/36,4115,49,7
Faisal Javed (QAT),Afghanistan,1990-2022,15,15,14,330,61,22.00,0,2,3,90.55,5549,38.96,197,952,90.31,68.2,48,149,32,10,53.72,308,26.33,6.65,23.24,1/21,3782,22,9
FR Foster (ENG),England,2019-2023,11,15,31,330,71,23.57,0,3,3,106.79,14576,30.92,456,1013,80.0,59.02,8,183,41,54,75.64,286,18.47,6.5,18.13,1/22,3510,19,2
VL Mehra (IND),Bangladesh,1982-2023,8,14,42,329,62,25.30,0,2,19,67.67,13214,39.1,347,762,54.06,69.32,12,138,45,63,31.23,229,13.57,4.06,54.24,4/30,4719,40,5
PA Nixon (ENG),Australia,2004-2021,20,19,46,328,49,23.42,0,0,8,77.6,1914,21.4,262,1897,76.88,96.32,5,92,7,48,76.33,365,25.3,9.62,58.76,4/21,3010,41,0
RA Sealy (CAY),India,1994-2023,13,13,38,328,73*,27.33,0,2,3,76.27,17316,67.49,139,386,99.04,60.68,22,246,6,29,88.96,415,47.55,7.18,18.26,5/41,1206,26,4
BDH Stevens (JER),West Indies,2012-2023,21,21,37,328,44,16.40,0,0,1,139.38,3151,66.55,239,936,59.67,67.83,5,113,28,94,23.88,133,36.92,5.84,40.93,4/24,3893,2,1
KD Abeyrathna (NOR),New Zealand,2005-2023,19,18,2,327,46*,21.80,0,0,11,90.31,8836,25.27,473,222,56.88,72.96,38,42,43,86,22.67,206,40.45,7.86,23.02,6/31,1753,40,8
Mohammad Boota (UAE),Pakistan,2008-2024,28,24,43,327,59*,20.43,0,1,14,143.05,13751,38.45,404,1994,94.66,55.32,0,39,22,1,82.34,187,41.53,6.2,13.21,1/46,996,11,7
AM Moir (NZ),Afghanistan,1988-2022,17,30,37,327,41*,14.86,0,0,5,123.77,13339,39.82,387,1230,54.34,69.1,20,298,35,28,56.48,100,29.83,9.75,47.95,1/29,417,9,6
HF Wade (SA),New Zealand,1982-2022,10,18,46,327,40*,20.43,0,0,9,134.46,13802,59.9,247,427,76.31,50.71,35,230,40,75,56.58,103,42.86,9.46,24.66,6/33,1179,4,1
Zahoor Elahi (PAK),New Zealand,2007-2022,16,17,43,327,86,20.43,0,3,15,96.54,12008,50.89,252,1223,61.53,70.39,32,95,19,2,63.63,47,33.58,4.77,28.19,5/23,859,2,2
AIC Dodemaide (AUS),England,2015-2023,34,31,15,326,50,18.11,0,1,10,65.8,7275,26.97,281,233,91.25,51.95,38,132,3,61,65.08,372,14.34,3.78,53.98,5/47,1978,41,2
HR Walsh (USA/WI),Afghanistan,2001-2024,64,31,20,326,46*,15.52,0,0,13,68.81,16590,29.97,435,1833,70.72,82.9,32,21,43,37,43.5,315,16.84,8.73,17.45,6/36,943,48,5
GM Fullerton (SA),India,2020-2024,7,13,2,325,88,25.00,0,3,8,105.22,12787,20.06,153,711,68.61,65.62,2,169,24,88,76.9,40,44.68,8.52,47.58,2/16,2623,46,0
CMH Hathorn (SA),Australia,1995-2024,12,20,29,325,102,17.10,1,0,18,69.3,1019,34.39,13,1913,67.07,80.49,28,244,41,72,35.39,389,42.42,9.6,31.42,3/11,4527,20,0
S Thanikaithasan (DEN),South Africa,2011-2023,24,22,7,325,41*,16.25,0,0,19,62.96,11571,66.82,428,1846,79.77,81.15,27,189,29,22,79.23,139,10.11,4.84,15.28,4/42,1283,21,9
G Thomas (AUS),Afghanistan,1997-2022,8,12,10,325,61,29.54,0,3,18,75.51,7879,62.36,241,747,77.1,77.48,18,87,10,22,27.2,231,25.37,7.56,17.61,3/34,4045,0,6
AAP Atkinson (ENG),Australia,1991-2021,20,19,39,324,118,21.60,1,0,17,75.1,11776,29.07,366,919,53.21,91.63,44,129,33,32,36.55,446,32.18,9.93,47.82,1/46,2980,39,2
D Muhumuza (UGA),Pakistan,1995-2022,32,22,46,324,59*,23.14,0,2,11,111.9,6102,66.2,94,543,72.26,68.42,8,230,41,9,45.35,204,15.29,9.98,15.63,1/13,599,27,0
V Rathour (IND),Afghanistan,2000-2021,13,17,38,324,54,19.05,0,2,13,84.77,16232,48.86,352,1045,88.41,91.4,4,67,46,86,25.02,439,13.95,4.98,32.73,7/16,4888,2,3
V Shankar (IND),West Indies,2013-2024,21,12,28,324,46,29.45,0,0,8,64.09,14103,35.0,223,1620,74.09,77.04,29,274,49,7,51.21,428,43.56,7.54,55.06,6/45,3078,41,9
EAR de Silva (SL),South Africa,2000-2021,38,36,48,323,50,12.42,0,1,8,149.22,9624,51.5,356,1192,98.38,52.27,46,80,10,8,67.35,277,24.79,7.47,23.3,4/32,181,20,8
Jasdeep Singh (USA),Australia,1984-2022,60,37,6,323,38,10.09,0,0,17,74.34,12944,31.56,410,390,76.18,81.81,13,103,39,60,36.57,471,47.71,3.61,27.63,6/33,4046,41,3
R Lutaaya (UGA),Sri Lanka,1983-2024,20,18,5,323,70,17.94,0,1,0,105.7,15967,34.16,27,1127,98.88,81.57,43,187,0,94,61.93,272,49.94,9.87,12.66,1/17,3897,23,1
TJ Murtagh (IRE),New Zealand,1998-2021,75,47,6,323,54*,10.76,0,1,14,63.76,1749,44.59,465,988,65.1,71.44,46,99,9,61,59.95,94,36.03,3.5,12.86,5/44,1030,47,6
Rafiullah (OMA),Pakistan,2005-2022,32,25,15,323,33,14.68,0,0,17,103.82,4580,35.21,420,1736,72.99,89.02,18,123,16,49,32.87,546,47.15,7.98,45.35,2/49,525,38,9
CTB Turner (AUS),Pakistan,2001-2022,17,32,2,323,29,11.53,0,0,14,144.5,19311,32.95,416,692,83.37,55.85,31,140,23,44,85.32,505,19.22,8.73,17.79,2/45,4840,45,0
KJJ van Noortwijk (NED),Pakistan,1989-2024,9,9,17,322,134*,46.00,1,1,6,92.08,665,52.51,118,1249,88.27,96.27,12,41,36,17,73.8,184,22.42,9.28,28.88,3/30,4859,19,1
Tenjin Rabgey (BHU),England,2012-2024,21,21,25,321,57*,16.05,0,2,15,93.09,3396,51.44,385,1447,61.06,51.02,32,283,45,57,39.33,317,27.91,3.58,53.28,2/14,3437,39,5
TS Worthington (ENG),New Zealand,2020-2024,9,11,3,321,128,29.18,1,1,18,72.16,17801,56.71,192,530,57.36,65.77,38,144,40,93,40.52,308,35.4,6.08,40.67,1/34,4582,24,5
DR Brown (ENG/SCOT),Pakistan,2013-2021,27,25,20,320,50*,16.84,0,1,6,87.08,3928,21.83,98,1693,67.57,87.54,19,97,37,66,82.02,295,36.41,8.21,45.71,7/10,3244,44,9
A Mukund (IND),West Indies,2001-2023,7,14,32,320,81,22.85,0,2,12,118.69,5356,20.99,34,697,89.15,65.75,13,177,47,4,72.75,418,28.94,5.8,42.13,3/36,4243,44,1
C Munoz-Mills (ESP),Australia,2012-2022,41,28,46,320,33*,26.66,0,0,14,141.77,14999,30.78,135,1691,82.5,67.45,16,281,28,20,40.18,196,37.25,9.75,29.47,4/10,3313,47,6
DC Thomas (WI),Bangladesh,1990-2021,34,29,25,320,37,12.80,0,0,5,76.04,8944,48.08,419,1570,86.4,50.09,43,52,15,45,47.16,405,42.99,7.64,57.0,4/32,2326,16,9
DM Bess (ENG),Australia,1991-2021,14,19,1,319,57,22.78,0,1,12,61.09,17856,33.75,254,1907,98.3,70.39,43,216,29,13,83.84,573,28.65,3.39,24.27,3/41,4422,34,7
C Brennan (JER),England,2002-2024,23,21,29,319,67*,21.26,0,2,10,141.84,10106,68.13,376,794,92.83,89.43,41,165,0,29,87.29,495,33.17,8.98,28.65,3/36,1057,27,3
JF Crapp (ENG),England,1989-2021,7,13,32,319,56,29.00,0,3,19,63.9,13307,46.46,201,1449,56.26,94.41,47,264,35,1,24.59,97,43.5,3.78,22.53,2/42,4729,18,7
HJ Keith (SA),England,1998-2021,8,16,47,318,73,21.20,0,2,10,88.22,5506,42.58,64,1938,56.6,87.14,4,23,27,49,28.4,580,25.59,8.06,24.19,7/13,1481,5,9
Muhamad Syahadat (MAS),West Indies,2019-2021,31,25,38,318,41*,24.46,0,0,7,147.69,1404,66.22,363,547,91.51,61.84,46,277,3,52,67.72,573,43.56,7.71,56.7,7/21,1191,6,3
S Pradhan (BHU),Bangladesh,2016-2024,22,21,17,318,59,15.90,0,1,13,136.26,11202,34.2,263,518,72.62,93.06,43,225,25,31,49.92,6,33.03,4.3,18.29,1/30,3979,31,0
Bakhtiar Tahiri (BUL),Afghanistan,1983-2021,14,11,37,317,66,31.70,0,1,16,126.09,2684,43.0,86,1147,58.27,75.16,40,19,9,20,34.17,259,32.92,4.96,53.17,5/48,3506,48,0
N Chopra (IND),New Zealand,2010-2024,40,28,3,317,61,14.40,0,1,18,88.09,19923,56.41,118,1107,90.64,56.1,42,191,32,20,36.4,318,39.7,4.36,39.02,1/27,3869,2,6
SR Clark (AUS),Bangladesh,2014-2024,72,38,20,317,39,13.20,0,0,2,77.89,12130,67.05,489,1891,68.07,95.16,5,99,38,47,21.83,274,24.26,7.79,24.57,3/34,971,41,2
