player_name,country,years_active,matches,innings,not_outs,runs,high_score,batting_average,hundreds,fifties,ducks,batting_strike_rate,balls_faced,boundary_%,sixes_hit,fours_hit,consistency_score,player_impact_score,man_of_the_match_awards,catches_taken,stumpings,run_outs,matches_won_contribution_(%),bowling_wickets,bowling_average,bowling_economy_rate,bowling_strike_rate,best_bowling_figures,overs_bowled,five-wicket_hauls,ten-wicket_hauls,strike_rate
Mehran Khan (OMA),Australia,1989-2024,46,37,47,374,37,11.68,0,0,2,130.75,17634,64.25,394,1958,72.17,53.81,21,288,31,98,63.54,366,39.64,8.36,11.95,5/48,3031,3,2,813.0434782608695
RO Schwarz (SA),South Africa,2014-2022,20,35,14,374,61,13.85,0,1,0,146.72,14959,32.93,391,1560,61.59,65.82,32,151,42,72,59.35,313,37.03,9.94,11.27,6/48,442,30,0,1870.0
RR Sharan (CAM),Pakistan,2007-2024,22,22,34,374,86*,18.70,0,2,13,127.3,11635,59.13,70,1714,68.76,66.42,8,199,4,57,22.19,402,45.27,6.87,37.46,5/23,4505,35,8,1700.0
Arshad Ayub (IND),Pakistan,2013-2021,45,36,7,373,57,14.92,0,1,3,140.67,15701,65.04,440,233,83.76,87.92,11,214,21,39,48.56,448,21.21,8.23,22.52,6/19,1269,18,2,828.8888888888889
WGA Parkhouse (ENG),Australia,1989-2021,7,13,16,373,78,28.69,0,2,16,120.58,862,22.95,90,1064,74.97,54.51,8,69,24,1,83.09,511,13.77,6.71,11.59,7/43,1830,25,4,5328.571428571428
Danish Kaneria (PAK),West Indies,2008-2023,79,94,6,372,29,7.01,0,0,1,109.94,11895,60.1,91,170,82.57,53.79,18,258,5,6,35.46,317,13.96,4.98,33.68,6/10,1569,21,6,470.8860759493671
FC Hayes (ENG),Bangladesh,1985-2021,15,23,46,372,106*,17.71,1,1,0,87.11,2097,68.95,182,157,71.35,83.36,19,192,10,98,88.0,502,11.83,5.15,30.94,1/32,3991,41,7,2480.0
WK McCallan (IRE),Sri Lanka,1980-2022,48,31,28,372,50*,19.57,0,1,4,133.12,3428,38.91,170,268,71.8,65.03,37,237,33,19,85.05,208,20.57,9.38,55.3,4/19,509,25,6,775.0
SN Khan (IND),Australia,1990-2023,6,11,13,371,150,37.10,1,3,6,111.72,12552,36.57,267,1423,67.41,61.42,10,160,38,43,33.55,97,28.31,3.07,25.78,3/37,284,5,5,6183.333333333334
Aman Desai (SGP),New Zealand,2014-2023,27,25,35,370,64,14.80,0,2,9,130.94,12054,56.36,296,245,81.45,62.89,31,91,8,58,54.95,418,17.75,4.59,54.26,3/25,3225,45,1,1370.3703703703704
AE Dick (NZ),New Zealand,2016-2024,17,30,27,370,50*,14.23,0,1,15,92.14,1664,66.71,111,1996,97.54,50.75,34,119,12,83,65.95,577,38.37,7.37,32.33,2/32,4688,36,6,2176.470588235294
Talat Ali (PAK),Afghanistan,2018-2024,10,18,37,370,61,23.12,0,2,18,148.82,8657,63.15,341,1065,99.97,80.03,22,118,45,11,26.2,330,48.95,5.58,17.99,5/35,2379,44,5,3700.0
JW Hastings (AUS),England,1994-2022,39,29,48,369,51,23.06,0,1,7,98.8,12104,26.06,66,433,97.0,78.4,23,50,43,56,36.39,254,49.09,6.95,11.28,3/32,3823,39,6,946.1538461538462
Aaqib Javed (PAK),India,2017-2021,185,78,2,368,45*,8.17,0,0,15,103.25,4754,56.11,182,64,52.75,87.19,15,212,37,29,77.1,87,35.66,3.65,51.4,3/26,2699,33,7,198.91891891891893
PJ Forrest (AUS),New Zealand,1993-2022,15,14,49,368,104,26.28,1,3,4,124.65,15260,45.03,491,678,80.61,64.79,1,294,22,24,89.19,42,39.53,3.34,20.38,3/14,3962,23,5,2453.3333333333335
AD Mascarenhas (ENG),New Zealand,1981-2021,34,26,2,368,52,19.36,0,1,15,65.51,5270,30.59,198,630,85.35,91.62,40,282,35,79,25.36,354,10.68,4.02,54.75,7/22,2730,24,3,1082.3529411764707
C Pringle (NZ),England,1999-2024,78,62,12,368,34*,9.43,0,0,17,91.4,13079,40.26,411,1840,55.94,76.77,16,263,0,48,60.38,559,26.71,7.59,28.35,6/30,2007,11,3,471.7948717948718
Sahir Naqash (GER),Australia,2020-2023,38,27,19,368,51*,23.00,0,1,4,89.36,16441,53.11,243,1683,77.82,61.86,45,203,19,38,84.29,501,37.57,9.23,14.95,7/24,1697,11,5,968.421052631579
Shafiul Islam (BAN),Bangladesh,2001-2023,91,61,45,368,53,7.82,0,1,17,102.36,19532,59.58,117,1121,83.02,67.05,5,204,5,33,56.16,521,23.31,7.21,54.91,6/41,1698,48,1,404.3956043956044
JTS Sumerauer (JER),New Zealand,1985-2021,43,33,36,368,54*,14.15,0,1,0,108.05,19330,39.0,411,463,69.9,76.82,11,154,22,74,48.99,138,49.26,4.43,56.87,7/18,3661,45,7,855.813953488372
P Lever (ENG),New Zealand,1981-2024,27,21,22,367,88*,21.58,0,2,19,72.99,12636,43.75,143,1781,56.07,75.11,39,122,40,69,34.38,395,48.59,3.56,47.54,4/10,4381,8,4,1359.2592592592594
A McGrath (ENG),England,1980-2022,18,17,34,367,81,24.46,0,3,15,112.82,9681,41.99,389,1856,92.87,98.52,31,173,8,90,39.25,173,42.08,3.91,30.79,2/37,4004,39,9,2038.888888888889
BBJL Perera (ITA),Pakistan,1994-2023,18,16,46,367,67,28.23,0,1,6,136.07,14985,42.59,388,268,98.32,59.77,30,194,13,90,57.73,15,33.45,7.25,21.89,4/37,4539,30,0,2038.888888888889
CA Lynn (AUS),Sri Lanka,2012-2021,22,20,37,366,44,19.26,0,0,18,67.74,11204,24.63,321,1919,62.63,81.06,12,263,10,32,63.05,72,21.52,8.81,21.32,2/47,3688,26,9,1663.6363636363637
NJN Hawke (AUS),South Africa,1994-2024,27,37,22,365,45*,16.59,0,0,11,116.04,5275,62.01,101,1225,54.82,82.6,4,226,31,94,44.2,594,42.25,8.08,35.25,1/36,205,35,9,1351.851851851852
Rizwan-uz-Zaman (PAK),West Indies,2018-2022,14,22,30,365,60,17.38,0,3,12,149.23,5366,69.93,219,676,80.58,57.43,39,66,12,45,81.83,249,34.07,7.27,25.92,2/34,277,44,5,2607.1428571428573
Awais Ahmed (ESP),India,2015-2024,28,20,9,364,102*,21.41,1,0,4,117.62,14702,68.54,45,662,96.69,84.8,40,53,22,11,72.79,47,32.77,7.98,47.41,1/30,1032,41,3,1300.0
T Maruma (ZIM),Afghanistan,1987-2022,39,38,26,364,41,11.03,0,0,1,93.25,2838,59.25,434,300,66.78,95.42,22,57,32,3,70.35,159,31.9,5.87,39.1,1/49,3276,33,2,933.3333333333334
A Zampa (AUS),South Africa,2020-2024,196,71,14,364,36,8.27,0,0,3,61.42,6669,39.65,471,262,76.55,94.9,40,58,47,99,54.89,14,38.93,3.59,51.34,4/50,596,12,5,185.71428571428572
RG Aga (KENYA),Australia,2002-2024,32,27,16,363,86,14.52,0,2,11,99.56,18475,40.9,243,1988,66.85,61.72,31,146,15,64,35.61,464,37.41,7.75,30.27,6/44,2554,42,1,1134.375
JTC Vaughan (NZ),South Africa,1990-2022,24,28,4,363,44,18.15,0,0,12,106.54,16617,47.89,392,505,71.2,60.51,13,153,19,46,73.56,334,33.81,3.56,23.83,6/50,4419,17,8,1512.5
Zubayr Hamza (SA),India,2007-2024,9,17,48,363,62,21.35,0,2,2,96.27,9863,27.97,42,1076,94.35,84.18,26,74,17,92,78.31,460,21.59,7.24,24.12,1/25,1708,47,3,4033.3333333333335
DA Blignaut (GER),Pakistan,2013-2022,29,25,33,362,47*,18.10,0,0,14,141.07,9256,66.93,54,1680,75.74,96.12,15,28,2,55,71.57,473,23.43,4.2,38.25,5/48,1192,11,3,1248.2758620689656
JK Lever (ENG),Bangladesh,1990-2021,43,42,9,362,53,10.96,0,1,12,141.56,3437,43.84,427,1602,78.33,90.0,11,274,28,93,56.51,549,12.39,9.69,50.71,3/30,2061,18,0,841.8604651162791
Hamza Khan (RWN),Pakistan,1985-2024,26,25,14,362,59,17.23,0,1,13,131.87,15345,31.02,335,604,66.64,91.14,44,200,48,56,30.04,286,39.58,7.01,13.11,6/11,2303,12,9,1392.3076923076924
WE Russell (ENG),Sri Lanka,1985-2021,10,18,14,362,70,21.29,0,2,11,89.54,14260,29.92,197,964,84.54,79.18,47,182,7,62,43.79,21,44.73,6.71,15.58,4/20,183,13,3,3620.0000000000005
D Suzuki (JPN),South Africa,2001-2022,37,31,37,362,45*,18.10,0,0,1,63.66,10377,66.3,312,1115,95.92,79.46,29,129,49,53,55.83,24,37.27,3.83,17.63,2/20,156,36,7,978.3783783783784
GH Worker (NZ),Sri Lanka,2000-2023,12,12,6,362,62,36.20,0,4,16,99.99,5407,31.17,401,339,68.6,84.59,41,223,37,58,57.5,115,33.51,3.53,38.76,3/32,2030,26,7,3016.666666666667
S Ramadhin (WI),Afghanistan,2011-2021,43,58,23,361,44,8.20,0,0,5,87.09,15383,29.88,55,1560,83.91,67.11,30,13,11,90,43.47,233,25.43,6.34,44.17,3/41,1172,47,6,839.5348837209303
GC Small (ENG),India,1988-2021,70,48,3,361,59,11.28,0,1,1,119.6,12272,36.32,459,231,50.68,89.38,6,12,39,51,69.55,144,17.69,8.03,17.41,3/50,1191,5,1,515.7142857142858
D Khanal (NEP),Australia,2009-2022,17,15,20,360,76,24.00,0,3,2,125.66,16612,47.15,375,226,77.71,85.67,26,109,25,97,70.93,471,27.57,7.88,37.92,7/33,4860,42,5,2117.6470588235293
BJ Patel (KENYA),Bangladesh,2004-2021,31,25,25,360,44,16.36,0,0,5,129.04,16634,24.49,368,85,89.39,63.54,39,281,28,11,59.07,176,31.76,9.71,32.84,7/17,2388,42,2,1161.2903225806451
G Stewart (ITA),Bangladesh,2020-2022,14,13,12,360,76,27.69,0,3,18,101.46,14815,44.13,160,64,72.65,61.69,28,195,19,2,57.21,492,32.93,9.43,34.32,2/47,3903,15,1,2571.4285714285716
DN Wellalage (SL),South Africa,1980-2023,29,22,4,360,67*,21.17,0,1,3,122.18,1897,46.14,434,1337,92.9,73.87,0,255,42,95,51.16,429,27.9,3.45,32.39,2/39,199,18,6,1241.3793103448277
SS Pathirana (SL),Sri Lanka,1983-2024,23,19,13,359,56,19.94,0,1,1,130.2,2517,30.44,219,1920,78.99,74.1,45,280,19,84,32.0,326,26.77,4.28,10.7,3/20,112,38,6,1560.8695652173913
HJH Scott (AUS),Afghanistan,2004-2021,8,14,8,359,102,27.61,1,1,3,148.0,6230,67.26,266,65,53.53,73.73,40,203,20,71,29.22,12,34.01,4.29,59.64,1/25,1086,12,3,4487.5
ID Craig (AUS),Bangladesh,1981-2021,11,18,5,358,53,19.88,0,2,5,75.5,6884,26.35,25,1807,92.44,67.17,44,187,45,2,83.6,394,33.41,8.67,28.49,7/17,572,21,5,3254.5454545454545
Shahil Momin (Aut),West Indies,2003-2021,24,21,36,358,61,21.05,0,1,9,97.62,16585,49.64,227,1924,61.85,90.8,10,142,22,33,82.8,111,32.2,5.66,35.83,3/14,130,3,3,1491.6666666666665
P Holmes (ENG),Bangladesh,1986-2024,7,14,47,357,88,27.46,0,4,10,100.37,7703,64.87,103,775,92.14,96.18,30,112,46,37,73.96,406,32.18,7.67,12.69,2/32,3200,9,8,5100.0
Bilal Masud (EST),Afghanistan,2018-2021,13,13,19,356,82,44.50,0,2,16,149.99,2699,68.16,224,1921,62.48,72.04,20,117,34,96,70.03,236,29.08,9.79,29.01,6/45,4068,10,7,2738.461538461538
SJ Pegler (SA),West Indies,1981-2021,16,28,45,356,35*,15.47,0,0,11,86.68,8877,33.66,222,864,83.79,51.56,47,238,16,97,65.15,348,35.39,9.9,27.34,3/30,764,10,1,2225.0
BN Toube (CAM),England,2011-2022,22,21,19,356,49,17.80,0,0,9,116.05,16331,31.89,176,1368,96.83,56.48,48,285,9,83,20.6,414,33.68,5.35,50.91,7/45,2457,12,7,1618.1818181818182
JMM Commaille (SA),Bangladesh,1988-2024,12,22,19,355,47,16.90,0,0,7,111.96,3552,63.27,33,493,57.54,52.34,3,261,28,17,33.23,450,17.62,9.89,21.81,5/47,3911,48,4,2958.333333333333
Haroon Arshad (HKG),Sri Lanka,2013-2021,36,26,12,355,68,20.88,0,1,2,70.15,19214,31.25,436,521,67.41,81.22,0,116,5,46,53.86,51,46.75,4.79,19.74,6/37,2639,25,0,986.1111111111111
PNF Mansell (SA),Bangladesh,1988-2024,13,22,37,355,90,17.75,0,2,5,87.17,15545,50.45,421,1949,53.36,57.1,49,78,37,52,38.36,539,28.36,3.78,14.47,2/12,271,5,5,2730.7692307692305
MS Nichols (ENG),Bangladesh,2012-2022,14,19,37,355,78*,29.58,0,2,3,90.95,3977,25.15,458,1190,90.78,64.87,43,228,11,19,20.42,77,41.96,8.59,19.84,6/18,4746,47,0,2535.714285714286
MB Poore (NZ),Afghanistan,1998-2023,14,24,38,355,45,15.43,0,0,3,135.05,17794,30.49,153,329,50.14,53.62,36,107,25,77,43.26,394,31.65,4.39,31.23,7/27,1681,4,1,2535.714285714286
WA Shalders (SA),England,2000-2024,12,23,26,355,42,16.13,0,0,1,99.2,7139,38.72,93,1792,84.71,97.96,14,112,14,61,56.45,579,16.84,9.66,15.52,3/47,617,16,5,2958.333333333333
M Spoors (CAN),New Zealand,2008-2022,15,14,8,355,108*,29.58,1,1,14,84.53,4399,56.77,284,1801,57.39,61.45,15,166,37,94,21.56,142,13.14,8.35,38.72,3/17,4815,19,8,2366.666666666667
AD Brown (ENG),New Zealand,2000-2023,16,16,14,354,118,22.12,1,1,18,115.59,9944,58.31,203,107,53.05,97.38,45,180,42,99,55.8,133,16.72,4.13,20.46,6/15,1577,35,5,2212.5
JT Smuts (SA),India,1995-2024,19,18,9,354,84,20.82,0,1,9,148.01,11392,36.62,97,1882,70.54,88.02,25,274,33,30,75.4,459,23.22,7.55,17.62,4/33,364,28,7,1863.157894736842
RT Spooner (ENG),Pakistan,1999-2023,7,14,49,354,92,27.23,0,3,19,110.08,18748,55.11,112,954,69.22,69.75,39,264,17,13,56.3,68,19.94,7.91,52.04,4/20,186,27,7,5057.142857142857
Surya Anand (DEN),West Indies,1993-2024,28,20,44,354,50*,25.28,0,1,19,117.99,13621,28.15,394,116,69.74,70.32,27,89,31,6,76.91,553,10.83,4.78,26.78,4/26,721,4,2,1264.2857142857142
BC Hollioake (ENG),Sri Lanka,1996-2023,22,21,42,353,63,18.57,0,2,19,84.98,12137,53.24,411,1503,90.94,63.76,36,55,23,90,46.25,440,16.85,3.7,49.85,3/42,479,9,3,1604.5454545454547
BL Irvine (SA),Pakistan,2015-2021,4,7,26,353,102,50.42,1,2,3,88.42,2807,27.6,25,1778,91.22,90.59,37,153,43,0,73.81,533,42.32,8.96,50.3,5/26,2562,7,6,8825.0
Noman Ali (PAK),West Indies,1986-2024,17,22,45,353,97,19.61,0,1,19,93.31,2086,37.96,367,1107,85.1,81.57,13,112,18,40,49.05,438,40.28,6.97,27.94,1/44,4757,20,1,2076.470588235294
CPH Ramanayake (SL),England,2005-2021,80,59,41,353,34*,9.80,0,0,16,85.58,9334,37.59,38,1807,88.88,71.76,22,67,19,16,47.17,516,48.39,4.99,20.51,3/17,935,19,7,441.24999999999994
HB Taber (AUS),Australia,1989-2023,16,27,33,353,48,16.04,0,0,19,96.95,12198,20.77,312,158,53.0,68.49,4,199,1,80,40.08,318,39.55,9.47,55.78,6/26,1363,27,9,2206.25
BP Julian (AUS),Pakistan,2018-2023,32,26,35,352,56*,14.08,0,1,13,115.95,13821,40.65,143,1982,88.5,93.52,47,138,23,63,38.68,262,17.69,9.78,56.87,2/28,3930,15,7,1100.0
CT Mutombodzi (ZIM),India,1991-2022,30,29,16,352,34,14.08,0,0,6,132.16,7848,22.27,484,1892,72.92,93.98,7,85,46,91,74.48,560,16.79,8.96,10.01,6/42,4854,47,7,1173.3333333333333
JG Leggat (NZ),Bangladesh,1985-2023,9,18,37,351,61,21.93,0,2,15,61.58,9182,51.61,322,166,57.79,90.15,44,34,11,8,79.08,231,17.34,5.45,42.22,2/36,308,48,2,3900.0
SMSM Senanayake (SL),Australia,2008-2023,74,46,37,351,42,12.10,0,0,10,125.94,5812,22.64,431,1967,54.6,82.93,35,55,49,66,70.03,421,48.37,6.38,13.31,3/30,1362,26,8,474.3243243243243
DK Gaekwad (IND),Pakistan,2006-2021,11,20,46,350,52,18.42,0,1,8,103.04,3581,59.64,134,151,94.28,58.7,18,34,16,24,49.74,202,17.17,7.15,47.91,5/12,306,40,6,3181.8181818181815
SCG MacGill (AUS),West Indies,2003-2024,47,49,33,350,43,9.45,0,0,16,63.3,1375,58.52,103,1856,80.82,72.82,20,68,4,91,73.47,403,35.33,7.38,17.0,3/13,1097,37,7,744.6808510638298
CK Nayudu (IND),India,2020-2024,7,14,4,350,81,25.00,0,2,16,81.34,15201,45.13,298,428,80.78,69.26,20,79,18,63,55.38,264,29.33,6.93,33.39,2/41,314,25,2,5000.0
TL Chatara (ZIM),Bangladesh,2009-2024,157,91,40,349,23,6.58,0,0,9,75.1,19957,21.26,423,1031,93.78,83.95,27,15,27,21,81.41,239,20.81,5.01,26.99,6/11,3219,14,4,222.29299363057328
Fayyaz Butt (OMA),Sri Lanka,2019-2021,77,41,14,349,44,15.86,0,0,8,147.47,16194,54.01,239,796,98.19,95.32,7,186,31,42,47.46,291,16.6,8.54,36.66,4/45,364,11,8,453.24675324675326
Shuvagata Hom (BAN),Sri Lanka,1990-2021,17,22,40,349,50,23.26,0,1,13,131.51,18133,68.11,66,264,82.85,85.05,41,177,25,85,48.5,14,29.89,7.25,40.18,6/47,1209,21,2,2052.9411764705883
I Danladi (NGA),West Indies,2009-2021,23,20,36,348,46*,19.33,0,0,15,83.94,11447,39.05,228,989,73.78,56.49,34,191,47,42,88.12,526,47.67,6.35,24.69,7/23,2036,26,9,1513.0434782608695
VV Morea (PNG),Sri Lanka,1999-2023,18,18,27,348,65*,20.47,0,3,6,113.36,3348,25.03,67,1637,76.02,50.28,48,176,39,51,61.6,13,25.55,6.57,39.81,5/14,1005,30,0,1933.3333333333333
EP Nupen (SA),West Indies,2019-2024,17,31,15,348,69,14.50,0,2,8,106.84,13384,22.62,182,1631,75.75,78.39,34,283,6,62,48.14,588,31.62,8.71,23.91,4/26,2586,11,6,2047.0588235294117
SA Abbott (AUS),India,1992-2023,45,25,32,347,69,16.52,0,2,15,122.83,14375,65.88,430,463,72.79,74.63,14,138,39,83,25.21,283,46.49,4.14,40.29,3/26,2644,39,8,771.1111111111111
Amjad Sher (FIN),Sri Lanka,2010-2024,33,32,2,347,37*,11.96,0,0,3,68.8,1965,34.18,259,1434,76.95,56.8,0,129,39,74,86.44,583,12.73,3.28,45.11,3/45,240,27,7,1051.5151515151515
AJ Mosca (ITA),South Africa,2016-2023,13,12,42,347,78,38.55,0,2,12,78.26,8800,30.39,400,71,97.27,78.8,47,166,25,20,64.48,132,29.48,3.9,41.0,1/11,2027,32,4,2669.2307692307695
MV Nagamootoo (WI),Sri Lanka,1997-2021,29,26,49,347,68,18.26,0,1,12,129.0,13442,51.13,60,597,74.33,78.14,24,35,47,97,50.69,441,31.5,5.32,28.39,6/25,3632,1,9,1196.551724137931
Akram Raza (PAK),South Africa,1980-2024,58,37,20,346,33*,16.47,0,0,19,60.01,17621,50.19,379,1486,54.01,72.08,33,152,9,34,83.03,179,27.13,5.09,39.73,1/41,3239,49,4,596.551724137931
SM Davies (ENG),England,2001-2023,13,13,41,346,87,26.61,0,1,18,119.73,3879,59.24,222,1711,52.79,96.51,14,63,44,97,83.22,145,11.58,4.51,48.36,1/46,4413,35,8,2661.538461538462
EJ Gray (NZ),Sri Lanka,2018-2024,20,23,23,346,50,15.72,0,1,0,112.36,13296,65.3,185,441,80.76,65.38,37,119,10,28,80.57,132,41.86,5.8,43.14,6/23,3946,17,2,1730.0
JAD Lawrenson (JER),South Africa,1980-2023,17,12,31,346,114,31.45,1,1,0,121.12,11334,41.41,145,209,78.82,77.83,12,29,27,94,67.84,524,40.86,7.32,11.95,5/37,2753,19,2,2035.2941176470588
LSM Miller (NZ),Bangladesh,2003-2024,13,25,35,346,47,13.84,0,0,10,66.56,9154,62.41,413,1707,91.05,94.86,18,87,0,90,35.23,29,44.94,8.22,37.38,3/34,411,49,9,2661.538461538462
Sher Sahak (NOR),Sri Lanka,1981-2021,26,22,23,346,70*,21.62,0,1,19,96.11,3299,38.56,116,1521,60.96,52.87,22,216,20,80,82.3,443,29.41,3.61,21.56,6/46,604,43,4,1330.769230769231
Aamer Jamal (PAK),Bangladesh,1983-2023,12,16,17,345,82,26.53,0,2,18,79.53,7090,59.72,135,1551,50.14,85.27,37,284,9,55,87.93,103,42.77,9.77,19.91,2/39,3741,15,9,2875.0
DG Blampied (JER),Pakistan,2001-2022,45,32,12,345,43*,17.25,0,0,7,89.03,12911,25.23,80,1868,70.48,68.45,22,213,8,69,78.22,268,36.11,5.92,29.13,5/24,2757,28,7,766.6666666666667
EW Freeman (AUS),India,2004-2024,11,18,13,345,76,19.16,0,2,6,118.26,8569,38.5,313,1670,58.68,89.64,10,298,6,8,85.57,128,24.89,6.83,47.29,7/21,1947,4,7,3136.3636363636365
S Sreesanth (IND),South Africa,1996-2021,90,64,25,345,35,8.84,0,0,15,81.7,14142,67.9,240,527,52.78,79.15,15,30,16,92,39.67,260,17.41,3.86,45.64,4/20,2020,27,8,383.33333333333337
Lord Tennyson (ENG),Australia,1998-2022,9,12,10,345,74*,31.36,0,4,9,114.07,5054,36.7,449,1124,59.93,66.79,33,67,44,83,57.95,198,22.44,8.3,50.18,5/21,1741,36,3,3833.3333333333335
D Ajekun (NGA),West Indies,1992-2022,29,29,0,344,36,12.74,0,0,19,145.45,4394,33.77,489,1866,55.82,58.31,39,218,45,6,46.89,64,21.7,5.29,50.58,7/18,4522,33,7,1186.2068965517242
DE Bernard (WI),Australia,1990-2021,24,19,1,344,69,22.93,0,3,10,115.13,14529,59.9,376,1956,73.78,92.16,34,210,42,66,22.81,125,43.89,8.89,25.56,4/48,1820,47,1,1433.3333333333335
US Hathinjar (CAM),Afghanistan,2001-2023,22,22,21,344,74*,16.38,0,2,15,88.6,1114,64.26,426,1618,54.38,95.83,28,278,21,4,82.27,413,10.15,9.54,33.14,7/45,1247,47,2,1563.6363636363637
T Sandeep (SWZ),New Zealand,2018-2022,15,15,2,344,68,28.66,0,2,1,119.61,5428,65.25,48,1254,87.61,77.73,47,195,6,54,66.37,260,21.11,3.5,39.27,1/36,3993,28,4,2293.3333333333335
LA Stricker (SA),Australia,2009-2024,13,24,2,344,48,14.33,0,0,0,130.18,11205,54.32,312,696,66.38,61.13,6,279,36,63,77.0,312,15.76,7.29,48.48,3/50,917,37,2,2646.153846153846
FLH Mooney (NZ),New Zealand,1988-2023,14,22,49,343,46,17.15,0,0,11,91.75,16502,45.23,22,418,71.51,61.76,4,161,27,34,45.97,57,19.1,4.18,59.95,1/20,1074,46,8,2450.0
DJ Brown (ENG),Bangladesh,1993-2021,26,34,48,342,44*,11.79,0,0,17,66.24,5796,60.78,26,848,85.23,51.5,44,144,30,63,73.87,461,21.1,8.33,38.87,1/48,3222,35,5,1315.3846153846152
BN French (ENG),New Zealand,1991-2023,29,29,22,342,59,15.54,0,1,5,130.01,2192,34.96,76,129,77.11,92.8,12,212,47,80,63.4,22,22.35,5.91,28.96,2/40,906,1,8,1179.310344827586
KL Hutchings (ENG),Afghanistan,2008-2022,7,12,34,341,126,28.41,1,1,11,147.59,1958,33.74,233,1159,80.61,60.35,29,41,33,59,26.32,364,26.84,5.83,22.37,7/48,1755,49,8,4871.428571428572
CFK van Wyk (NZ),West Indies,1996-2021,9,17,39,341,71,21.31,0,1,17,122.16,8875,63.63,311,617,74.44,58.34,25,298,22,11,61.89,432,13.14,9.71,14.8,4/43,3099,46,5,3788.8888888888887
Arjun Vinod (SUI),India,2011-2023,22,21,22,341,67,21.31,0,1,19,94.33,14647,50.34,368,635,84.41,56.72,2,47,26,21,42.93,387,17.08,7.51,25.95,3/49,793,26,4,1550.0
Walid Ghauri (NOR),Australia,2015-2022,14,13,7,341,59,28.41,0,1,4,72.97,10229,44.32,339,374,98.37,85.57,44,95,11,59,89.33,131,37.13,9.09,25.94,7/28,4362,12,5,2435.714285714286
AEE Vogler (SA),England,2001-2022,15,26,33,340,65,17.00,0,2,12,110.22,9870,68.99,230,1688,82.06,69.37,32,290,11,24,40.5,259,20.76,3.73,59.68,3/23,1940,14,3,2266.666666666667
K Birkenstock (NAM),West Indies,2003-2023,29,22,3,339,61,16.95,0,2,6,147.98,6897,43.52,31,1893,87.16,56.6,46,65,5,97,41.88,58,11.85,7.86,26.16,6/49,416,32,1,1168.9655172413793
TW Garrett (AUS),New Zealand,2020-2024,19,33,18,339,51*,12.55,0,1,13,138.97,6048,60.7,215,1297,90.62,82.37,45,71,4,5,70.27,316,17.35,4.7,19.66,4/30,4961,48,4,1784.2105263157894
LN Oluoch (KENYA),New Zealand,2005-2023,66,39,12,339,32,14.12,0,0,13,92.01,12623,55.97,259,1198,59.66,65.29,8,191,1,2,82.95,127,18.91,9.07,57.34,1/41,3631,43,3,513.6363636363636
Ahmed Hassan (MDV),Afghanistan,1995-2024,21,20,46,338,53,17.78,0,1,5,119.24,5340,61.56,486,1711,93.49,64.23,47,148,1,8,69.42,506,11.12,7.23,11.61,3/10,439,37,5,1609.5238095238094
ZE Surkari (CAN),South Africa,1990-2022,27,25,11,338,49,15.36,0,0,10,97.96,9601,50.09,449,1328,67.73,53.0,22,272,8,80,82.27,288,26.64,9.87,42.94,4/30,2605,34,0,1251.851851851852
H Gori (CZK-R),India,1982-2022,11,11,25,337,66,30.63,0,1,0,80.46,14032,32.49,405,1058,86.42,88.73,14,280,38,93,87.39,577,47.41,3.19,31.5,6/33,4665,17,2,3063.6363636363635
HA Jackson (Fran),South Africa,2014-2023,23,22,15,337,50,16.04,0,1,11,123.47,16454,65.48,220,1749,91.01,56.46,48,174,17,94,33.28,353,43.74,4.63,38.48,1/23,3123,21,4,1465.2173913043478
Adnan Mufti (UAE),Bangladesh,1994-2021,19,17,49,336,57*,28.00,0,1,19,76.75,15926,62.13,177,1301,88.87,75.24,31,103,36,88,31.12,392,24.83,5.4,27.26,5/50,4231,37,8,1768.4210526315792
Mahmood Hussain (PAK),West Indies,2005-2024,27,39,26,336,35,10.18,0,0,2,118.59,5544,69.51,481,549,76.49,84.09,35,248,49,68,69.73,296,36.23,7.07,28.54,2/14,1772,32,3,1244.4444444444446
G Motie (WI),Pakistan,1993-2022,48,30,37,336,50*,19.76,0,1,7,135.2,16043,49.23,170,973,94.8,77.63,20,145,19,25,69.32,102,31.37,9.42,58.22,6/12,3476,7,8,700.0
SD Robson (ENG),Australia,2006-2022,7,11,14,336,127,30.54,1,1,4,70.64,10640,55.82,314,946,70.6,76.6,17,54,2,54,88.54,484,32.13,7.75,50.45,2/23,2290,4,6,4800.0
BM Scholtz (NAM),Bangladesh,1984-2021,119,53,24,336,31*,13.44,0,0,4,84.75,7285,23.2,200,1383,85.57,84.35,28,155,45,8,59.25,381,23.7,9.78,51.04,1/14,2127,6,5,282.3529411764706
HSTL Hendry (AUS),Australia,1980-2021,11,18,24,335,112,20.93,1,0,3,74.26,9969,50.77,210,949,96.72,68.39,0,143,9,27,56.88,239,46.72,6.69,20.47,7/38,268,48,7,3045.4545454545455
R Obuya (UGA),New Zealand,2018-2023,23,21,19,335,57,18.61,0,1,2,94.42,2246,21.85,65,553,60.81,60.63,4,272,10,23,69.33,477,33.84,6.86,44.01,2/25,1607,37,6,1456.5217391304348
C Tommy (VAN),Pakistan,2002-2024,24,21,18,334,47,15.90,0,0,10,140.64,9139,44.16,310,1652,52.24,95.45,26,173,14,95,50.42,55,38.36,9.5,36.14,3/11,480,23,9,1391.6666666666665
